id;value;generic_emails;personal_emails;last_crawl;language;company_name;twitter;facebook;instagram;linkedin;youtube;phone_number;apple_app;google_play;country;state;categories;description;street;city;postcode;employees_count
20710;visa.com;149;547;2023-07-18;en;Visa International Service Association;;;;visa;;+1 303 967 1096;;;US;;{technology};;;;;24185
491314365;vistracorp.com;14;36;2023-07-23;en;Vistra;;;;vistra-energy;;+1 214 812 2043;;;;;{industry};Vistra is a premier Texas-based energy company focused on the competitive energy and power generation markets.;;;;1520
85841;vrtx.com;23;90;2023-05-31;en;Vertex Pharmaceuticals;;;;vertex-pharmaceuticals;;+1 617 961 0585;;;US;MA;{science};Vertex Pharmaceuticals invests in scientific innovation to create transformative medicines for people with serious diseases.;50 Northern Avenue;Boston;2210;5150
475410530;wabteccorp.com;0;0;2023-06-07;en;Wabtec Corporation;wabteccorp;;wabteccorporation;wabtec-corporation;wabteccorp;+1 412 825 1019;;;US;PA;{manufacturing};At the leading edge of driving innovative technologies and responsible operations across the world. Drawing on over 150 years of experience, we are leading the way in safety, efficiency, reliability, innovation, and productivity.;30 Isabella Street;Pittsburgh;15212;6934
12397765;walgreensbootsalliance.com;1;3;2023-07-18;en;Walgreens Boots Alliance;;;;walgreens-boots-alliance;;+44 20 7980 8585;;;US;IL;{manufacturing};Walgreens Boots Alliance (WBA) Is a Trusted, Global Innovator in Retail Pharmacy. WBA’s purpose is to create more joyful lives through better health.;108 Wilmot Road;Deerfield;60015;110898
124183;walmart.com;169;582;2023-07-18;en;Walmart;;walmart;walmart;walmart;;;itunes.apple.com/app/id338137227;play.google.com/store/apps/details?id=com.walmart.android;;;{shopping};Shop Walmart.com today for Every Day Low Prices. Join Walmart+ for unlimited free delivery from your store & free shipping with no order minimum. Start your free 30-day trial now!;;;;380175
29995;wayfair.com;47;67;2023-06-27;en;Wayfair;;wayfair;wayfair;wayfair-ltd;;;;;;;{shopping};Shop Wayfair for A Zillion Things Home across all styles and budgets. 5,000 brands of furniture, lighting, cookware, and more. Free Shipping on most items.;;;;8
475897048;wbd.com;6;63;2023-07-25;en;Warner Bros. Discovery;;;;warnermedia;;+1 647 362 9199;;;US;NY;{art_and_entertainment};Warner Bros. Discovery, a premier global media and entertainment company, offers audiences the world's most differentiated and complete portfolio of content, brands and franchises across television, film, streaming and gaming.;230 Park;New York;10003;3847
19097395;wecenergygroup.com;14;57;2023-07-21;en;WEC Energy Group;wecenergygroup;wecenergygroup;;wec-energy-group;;+1 414 221 3055;;;US;WI;{industry};WEC Energy Group (NYSE: WEC), based in Milwaukee, is one of the nation’s premier energy companies, serving 4.4 million customers in Wisconsin, Illinois, Michigan and Minnesota.;231 W. Michigan St;Milwaukee;53203;2590
362;wellsfargo.com;360;4193;2023-06-29;en;Wells Fargo;;wellsfargo;wellsfargo;wellsfargo;;+1 800 869 3557;itunes.apple.com/app/id311548709;play.google.com/store/apps/details?id=com.wf.wellsfargomobile;US;IA;{finance};Committed to the financial health of our customers and communities. Explore bank accounts, loans, mortgages, investing, credit cards & banking services»;;Des Moines;50306;207536
128297;wesco.com;18;164;2023-06-25;en;Wesco Distribution;wescocorp;wesco.corp;wesco.corp;wesco;;+1 412 454 2200;;;US;PA;{shopping};We build, connect, power, and protect the world. As a leading global supply chain solutions provider, we use inspiration to drive innovation.;225 West Station;Pittsburgh;15219;9918
15617871;westerndigital.com;1;1;2023-07-21;en;Western Digital;;;;western-digital;;+1 855 493 7867;;;US;CA;{technology};Western Digital, leaders in digital storage solutions compatible with Mac and PC. FREE shipping, friendly support, and 30-day return policy on storage products.;5601 Great Oaks Parkway;San Jose;95119;27094
3294500;westernsouthern.com;3;7;2023-05-02;en;Western & Southern Financial Group;westernsouthern;westernsouthernfinancialgroup;;western-%26-southern-financial-group;;+1 877 367 9734;;;US;OH;{finance};We can help you reach your goals by assisting you with life insurance protection, investments and retirement planning. Put our financial strength behind you.;421 East Fourth Street;Cincinnati;45202;4730
416758;westlake.com;13;116;2023-07-18;en;Westlake Chemical;westlakechem;westlakechemical;;westlake-corporation;;+1 713 960 9111;;;US;TX;{manufacturing};Westlake is a global manufacturer and supplier of materials and essential products used in the housing and construction, packaging and healthcare, automotive and consumer sectors.;;Houston;77056;5131
18981357;westrock.com;28;181;2023-06-27;en;WestRock;;westrockco;;westrockcompany;;+1 470 328 6397;;;CA;ON;{manufacturing};WestRock works with brands and manufacturers by providing an unbeatable portfolio of paper and packaging products.;;;L9T5V7;25462
169997;weyerhaeuser.com;16;284;2023-06-28;en;Weyerhaeuser;;;weyerhaeuser;weyerhaeuser;;+1 800 634 8975;;play.google.com/store/apps/details?id=com.weyerhaeuser.wylibrary;US;WA;{manufacturing};At Weyerhaeuser, we’re proud of what we do and how we do it, and we invite you to learn more.;220 Occidental Ave;Seattle;98104;
248224;wfscorp.com;33;93;2023-06-27;en;World Fuel Services;;wfscorpcareers;;world-fuel-services;;+1 888 549 0965;;;US;FL;{industry};Introducing World Kinect Corporation: formerly World Fuel Services. Learn about our new parent company name and how we're evolving as a reliable provider of sustainable energy solutions.;9800 NW 41st Street;Miami;33178;3656
2995509;whirlpoolcorp.com;1;0;2023-05-18;en;Whirlpool Corporation;whirlpoolcorp;;whirlpoolusa;whirlpool-corporation;whirlpoolcorporation;+1 269 923 7405;;;US;MI;{industry};Whirlpool Corporation (NYSE: WHR) is committed to being the best global kitchen and laundry company, in constant pursuit of improving life at home. In an increasingly digital world, the company is driving purposeful innovation to meet the evolving needs of consumers through its iconic brand portfolio, including Whirlpool, KitchenAid, Maytag, Consul, Brastemp, Amana, Bauknecht, JennAir, Indesit, Yummly and InSinkErator.;;;;43469
47826;williams-sonomainc.com;1;1;2023-07-21;en;Williams-Sonoma,;;;;williams-sonoma-inc-;;+1 800 541 1262;;;;;{shopping};;;;;14001
232157;williams.com;21;242;2023-05-02;en;Williams;williamsupdates;williamsenergyco;;williams-company;williamsenergyco;+1 855 945 5762;;;US;TX;{industry};Find out how Williams is providing infrastructure that safely delivers natural gas products to fuel a clean energy economy.;2800 Post Oak Blvd;Houston;77433;5867
120299;wm.com;59;548;2023-06-19;en;Waste Management;;;;waste-management;;+1 866 803 7561;;;US;;{science};WM is the leading provider of comprehensive waste management, offering services such as garbage collection, recycling pickup and dumpster rental.;;;;23224
185905;xcelenergy.com;43;332;2023-06-27;en;Xcel Energy;;;;xcel-energy;;+1 800 895 4999;;play.google.com/store/apps/details?id=com.kubra.xcel;US;;{industry};;;;;10758
15132;xerox.com;304;1158;2023-07-26;en;Xerox;xeroxeg;xeroxeg;;xerox;xeroxglobal;+1 800 275 9376;;;US;CT;{education_career};Workplace solutions, document management and digital printing technologies to help organizations communicate, connect and work.;201 Merritt 7 Norwalk, CT;Norwalk;6851;
4002120;xpo.com;80;218;2023-07-18;en;XPO;;xpologistics;xpologistics;xpologistics;;+1 800 886 8574;;;US;CT;{travel};XPO (NYSE: XPO) is one of the largest providers of asset-based less-than-truckload (LTL) freight transportation shipping in North America.;;Greenwich;6831;36362
86748;yum.com;62;310;2023-06-25;en;Corporate Responsibility Magazine's;;;;yum-brands;;+1 502 874 8300;;;US;KY;{food_drink};;;;;6103
166543193;yumchina.com;13;83;2023-05-02;;Yum China;;;;yum-china;;;;;;;{food_drink};;;;;868
12667932;zillowgroup.com;32;94;2023-06-27;en;Zillow Group;;;;realestate.com;;+1 800 952 5210;;;US;WA;{real_estate};;1301 Second Avenue;Seattle;98101;566
18674461;zimmerbiomet.com;83;196;2023-04-28;en;Zimmer Biomet;;;;zimmerbiomet;;+1 800 613 6131;;play.google.com/store/apps/details?id=com.zimmerbiomet.zborthoedu;US;IN;{manufacturing};As a global medical technology leader, Zimmer Biomet pushes the boundaries of implant innovation to redefine what's possible across all stages of the patient journey.;210 N. Buffalo St;Warsaw;46580;17019
126339;zoetis.com;114;627;2023-07-18;en;Zoetis;;zoetisdiagnostics;zoetiscmo;zoetis;;+1 844 835 0602;;;US;NJ;{manufacturing};Zoetis is the largest global animal health company committed to nurturing the world and humankind by advancing care for animals. Learn more.;10 Sylvan Way;;7054;10391
